case_id,case_type,country,processing_stage,office_id,office_load,priority,document_complexity,documents_missing,client_response_delay_days,reassignment_count,days_in_stage,sla_target_days,total_processing_days,sla_breach
2231,Visa Renewal,US,Government Review,114,70,Normal,Low,2,7,1,10,30,61.3,True
2232,Relocation,US,Government Review,118,28,Urgent,Low,5,13,3,9,28,69.0,True
2233,Visa Renewal,AU,Documentation,106,93,Normal,Low,3,23,0,17,30,74.7,True
2234,Visa Renewal,US,Intake,118,29,Normal,High,0,16,0,3,30,55.0,True
2235,Relocation,UK,Submission,118,71,Urgent,Low,4,8,2,33,28,64.3,True
2236,Tax,US,Submission,110,64,Urgent,Medium,2,28,0,1,14,68.1,True
2237,Visa Renewal,US,Government Review,104,71,Normal,Low,3,24,1,20,30,81.6,True
2238,Relocation,CA,Closure,104,49,Urgent,Medium,5,5,1,2,28,41.1,True
2239,PR Application,CA,Intake,107,83,Urgent,High,5,0,3,16,83,71.8,False
2240,Visa Renewal,AU,Documentation,109,116,Normal,Low,0,22,1,9,30,62.0,True
2241,Visa Renewal,AU,Documentation,105,21,Normal,Medium,2,22,0,14,30,61.8,True
2242,Payroll,DE,Government Review,114,68,Normal,High,2,8,0,1,14,69.0,True
2243,Tax,UK,Submission,115,115,Normal,Medium,2,0,1,35,21,56.5,True
2244,Relocation,CA,Government Review,116,64,Normal,Low,3,13,2,18,35,64.5,True
2245,PR Application,CA,Documentation,107,36,Normal,Medium,0,30,2,1,90,77.2,False
2246,Work Permit,AU,Government Review,107,47,Normal,Medium,0,23,0,43,45,86.7,True
2247,PR Application,UK,Decision,108,64,Normal,Low,0,29,3,5,90,75.4,False
2248,Relocation,UK,Closure,101,36,Normal,Medium,6,27,3,11,35,76.4,True
2249,Relocation,US,Closure,114,78,Normal,Low,1,28,2,38,35,73.7,True
2250,Visa Renewal,US,Decision,117,33,Urgent,Low,4,10,2,24,23,65.2,True
2251,Work Permit,AU,Closure,102,29,Normal,High,0,7,0,39,45,56.0,True
2252,Work Permit,CA,Documentation,116,117,Normal,Low,1,22,1,45,45,78.8,True
2253,Payroll,CA,Documentation,103,97,Urgent,Low,1,11,0,32,7,49.5,True
2254,Relocation,US,Intake,103,100,Urgent,Medium,2,5,3,16,28,57.0,True
2255,Relocation,DE,Government Review,113,120,Normal,Low,4,16,1,3,35,71.4,True
2256,Work Permit,US,Closure,108,105,Urgent,Low,2,10,2,8,38,56.7,True
2257,Work Permit,DE,Documentation,108,37,Normal,Medium,4,9,1,32,45,61.6,True
2258,Tax,US,Government Review,117,54,Normal,Low,6,26,1,22,21,84.0,True
2259,Relocation,AU,Government Review,109,67,Normal,Low,2,7,0,17,35,62.7,True
2260,Relocation,UK,Closure,103,77,Normal,Low,5,11,0,27,35,53.0,True
2261,Visa Renewal,US,Government Review,111,37,Normal,Medium,3,20,1,45,30,78.5,True
2262,Tax,UK,Closure,107,71,Normal,Medium,4,3,0,3,21,30.2,True
2263,Work Permit,CA,Documentation,101,49,Normal,High,5,20,0,26,45,84.5,True
2264,Work Permit,US,Documentation,112,56,Normal,Low,1,20,1,35,45,70.6,True
2265,Relocation,AU,Government Review,115,59,Normal,Medium,1,29,1,13,35,82.7,True
2266,Visa Renewal,CA,Submission,101,25,Normal,High,4,12,2,17,30,62.1,True
2267,Visa Renewal,CA,Intake,110,98,Normal,Low,2,25,0,30,30,61.3,True
2268,PR Application,US,Government Review,109,54,Normal,High,6,2,4,29,90,108.9,True
2269,PR Application,CA,Decision,114,45,Normal,High,3,19,0,14,90,76.9,False
2270,Tax,AU,Government Review,116,124,Normal,Low,3,3,0,30,21,66.7,True
2271,Relocation,CA,Documentation,107,110,Normal,Low,0,7,3,37,35,54.0,True
2272,Work Permit,AU,Government Review,117,49,Normal,Low,4,4,2,44,45,69.2,True
2273,Visa Renewal,AU,Submission,108,94,Urgent,Low,3,21,1,38,23,73.1,True
2274,Payroll,US,Intake,107,43,Urgent,High,2,25,1,9,7,70.7,True
2275,PR Application,US,Government Review,113,74,Urgent,High,2,1,3,32,83,99.5,True
2276,Tax,AU,Intake,117,97,Normal,Low,1,24,0,4,21,55.6,True
2277,Work Permit,CA,Intake,119,106,Normal,Medium,3,7,2,6,45,62.9,True
2278,Relocation,US,Decision,119,28,Normal,Medium,3,23,1,1,35,68.0,True
2279,Work Permit,US,Intake,111,125,Urgent,Low,2,25,2,25,38,71.1,True
2280,Relocation,UK,Closure,118,81,Normal,Medium,1,4,0,40,35,57.9,True
2281,Payroll,DE,Government Review,113,37,Normal,High,3,15,0,38,14,88.8,True
2282,Payroll,US,Closure,116,70,Normal,Low,6,20,1,3,14,61.5,True
2283,Relocation,US,Intake,102,122,Normal,Low,6,14,0,21,35,64.8,True
2284,Relocation,AU,Government Review,106,38,Normal,Low,2,18,0,14,35,71.4,True
2285,Payroll,DE,Documentation,116,88,Normal,Low,1,12,1,30,14,57.5,True
2286,PR Application,UK,Decision,111,101,Urgent,Low,1,10,0,2,83,58.2,False
2287,Work Permit,DE,Submission,108,52,Normal,Low,2,15,1,22,45,62.9,True
2288,Relocation,CA,Documentation,114,127,Normal,Medium,1,17,5,13,35,83.7,True
2289,Visa Renewal,DE,Decision,117,57,Normal,Medium,5,24,3,25,30,95.3,True
2290,Relocation,CA,Submission,112,32,Normal,Low,5,14,0,43,35,62.1,True
2291,Relocation,US,Intake,107,68,Normal,Low,1,5,4,11,35,53.5,True
2292,PR Application,UK,Submission,113,92,Normal,Medium,0,7,5,10,90,80.5,False
2293,Visa Renewal,CA,Government Review,107,109,Normal,Medium,1,3,1,44,30,70.6,True
2294,Work Permit,AU,Documentation,113,72,Normal,Low,6,20,0,37,45,73.4,True
2295,Relocation,CA,Submission,106,20,Normal,Low,3,25,3,25,35,79.6,True
2296,Tax,AU,Intake,111,31,Normal,Medium,1,15,1,44,21,53.9,True
2297,PR Application,AU,Government Review,110,43,Normal,Low,3,20,2,35,90,90.2,True
2298,Visa Renewal,US,Decision,110,20,Urgent,Low,2,10,2,19,23,54.2,True
2299,Payroll,DE,Submission,112,87,Normal,Low,1,25,0,28,14,49.7,True
2300,Payroll,CA,Submission,117,26,Normal,Low,2,19,4,42,14,78.2,True
2301,Work Permit,AU,Intake,101,111,Normal,Low,4,26,1,43,45,82.0,True
2302,Work Permit,CA,Documentation,114,120,Normal,Low,6,1,2,10,45,66.0,True
2303,Tax,DE,Documentation,119,88,Normal,Medium,5,29,2,15,21,97.2,True
2304,Tax,CA,Submission,117,58,Normal,Medium,1,21,3,32,21,72.9,True
2305,Payroll,US,Government Review,114,51,Normal,High,2,3,0,3,14,61.4,True
2306,Payroll,US,Closure,118,68,Urgent,Low,4,13,2,24,7,51.2,True
2307,PR Application,CA,Intake,111,50,Normal,Low,3,10,0,10,90,53.4,False
2308,Relocation,DE,Government Review,112,127,Normal,Medium,3,3,3,44,35,85.6,True
2309,Work Permit,UK,Government Review,110,98,Normal,Medium,5,25,1,30,45,102.9,True
2310,Visa Renewal,UK,Government Review,104,22,Normal,Low,5,2,1,41,30,69.4,True
2311,Relocation,US,Decision,100,129,Normal,Low,6,23,4,33,35,97.9,True
2312,PR Application,CA,Documentation,102,66,Normal,Low,6,21,2,45,90,98.8,True
2313,Relocation,US,Intake,118,34,Urgent,Low,3,24,0,25,28,63.9,True
2314,Tax,DE,Government Review,106,70,Normal,Low,3,4,1,39,21,66.8,True
2315,Visa Renewal,AU,Documentation,111,126,Normal,High,3,5,2,39,30,92.0,True
2316,Relocation,CA,Intake,114,101,Normal,Low,0,8,2,25,35,48.1,True
2317,Work Permit,US,Documentation,104,104,Normal,High,6,3,2,38,45,92.0,True
2318,Relocation,US,Documentation,114,93,Normal,Medium,5,25,4,12,35,97.9,True
2319,Tax,UK,Government Review,107,40,Urgent,Low,2,6,1,4,14,40.6,True
2320,Tax,UK,Documentation,109,109,Urgent,Medium,4,12,1,28,14,77.9,True
2321,Payroll,DE,Submission,115,60,Urgent,Medium,4,9,4,20,7,74.4,True
2322,Visa Renewal,US,Submission,107,22,Normal,Low,1,11,1,10,30,41.9,True
2323,Relocation,DE,Submission,100,20,Normal,Low,2,9,0,31,35,50.8,True
2324,Visa Renewal,UK,Closure,111,40,Normal,Medium,5,10,3,19,30,67.8,True
2325,Relocation,CA,Intake,104,94,Urgent,Medium,0,10,2,2,28,55.0,True
2326,Tax,CA,Closure,102,99,Normal,Medium,0,21,1,4,21,52.4,True
2327,Tax,US,Government Review,100,118,Normal,Medium,2,5,0,15,21,68.4,True
2328,Payroll,CA,Decision,103,40,Normal,Low,3,5,1,38,14,45.6,True
2329,Work Permit,AU,Submission,107,124,Normal,Medium,3,29,0,33,45,77.7,True
2330,Tax,CA,Submission,102,94,Normal,Low,2,19,3,18,21,68.9,True
2331,Work Permit,DE,Decision,109,114,Normal,Medium,5,25,2,40,45,107.4,True
2332,Payroll,UK,Decision,101,68,Urgent,High,4,5,2,32,7,72.4,True
2333,Visa Renewal,US,Documentation,110,84,Urgent,Medium,3,11,3,32,23,62.9,True
2334,Visa Renewal,UK,Documentation,109,60,Normal,Medium,1,22,1,13,30,58.1,True
2335,Relocation,CA,Submission,113,115,Urgent,Medium,5,28,2,16,28,90.0,True
2336,Payroll,CA,Closure,106,86,Normal,Medium,5,13,1,33,14,64.5,True
2337,Work Permit,US,Documentation,101,115,Urgent,Medium,0,17,4,34,38,90.1,True
2338,Visa Renewal,CA,Government Review,108,61,Normal,Low,6,26,2,14,30,87.1,True
2339,Tax,US,Government Review,115,88,Normal,High,3,24,2,2,21,86.5,True
2340,Visa Renewal,US,Decision,112,76,Normal,Low,4,22,2,13,30,73.8,True
2341,Work Permit,CA,Government Review,108,62,Normal,Low,5,18,0,29,45,82.4,True
2342,Relocation,CA,Submission,119,120,Normal,Low,3,9,3,43,35,78.8,True
2343,Visa Renewal,AU,Closure,103,31,Normal,Low,3,9,2,42,30,56.9,True
2344,Payroll,CA,Government Review,109,97,Urgent,Medium,0,6,2,34,7,66.9,True
2345,Tax,DE,Government Review,111,83,Normal,Low,1,25,1,17,21,79.8,True
2346,Relocation,CA,Documentation,116,127,Normal,Medium,5,9,0,3,35,55.9,True
2347,Payroll,UK,Government Review,113,70,Urgent,Low,6,13,3,30,7,86.6,True
2348,Relocation,US,Documentation,113,92,Normal,Low,1,4,2,4,35,44.7,True
2349,Work Permit,AU,Documentation,101,79,Normal,Low,4,24,2,31,45,82.5,True
2350,Visa Renewal,CA,Government Review,119,90,Normal,Medium,6,21,0,5,30,79.5,True
2351,Relocation,DE,Government Review,110,99,Normal,Medium,2,10,2,2,35,72.6,True
2352,Work Permit,CA,Government Review,115,47,Normal,Medium,2,28,1,4,45,90.1,True
2353,Payroll,US,Documentation,118,90,Normal,Low,6,6,1,44,14,61.6,True
2354,Tax,UK,Government Review,105,33,Normal,High,2,19,0,38,21,82.4,True
2355,Visa Renewal,US,Submission,118,51,Normal,Low,4,17,1,27,30,69.5,True
2356,PR Application,CA,Government Review,104,27,Normal,Medium,5,30,5,27,90,122.9,True
2357,Tax,US,Documentation,103,46,Urgent,Low,3,10,1,15,14,53.3,True
2358,Payroll,UK,Government Review,114,69,Urgent,Low,1,19,2,39,7,72.0,True
2359,Payroll,AU,Decision,103,78,Normal,Low,1,24,1,38,14,72.0,True
2360,Relocation,CA,Documentation,119,76,Normal,Low,3,2,1,14,35,49.7,True
2361,Tax,DE,Documentation,109,22,Normal,High,5,6,4,18,21,73.0,True
2362,Relocation,CA,Government Review,102,46,Normal,Medium,6,28,0,29,35,96.3,True
2363,Relocation,CA,Government Review,104,113,Normal,Medium,1,29,3,7,35,91.4,True
2364,Work Permit,AU,Government Review,105,53,Urgent,Medium,5,3,2,38,38,77.1,True
2365,Work Permit,AU,Government Review,107,45,Normal,Medium,6,18,3,24,45,100.8,True
2366,Relocation,DE,Submission,106,120,Normal,Medium,6,29,1,38,35,104.0,True
2367,Visa Renewal,US,Submission,109,59,Normal,High,6,29,1,6,30,86.7,True
2368,Work Permit,CA,Documentation,105,105,Normal,Low,1,29,0,20,45,72.2,True
2369,Tax,US,Documentation,113,51,Normal,Low,2,20,1,42,21,73.8,True
2370,Work Permit,CA,Government Review,103,60,Normal,Medium,2,17,4,36,45,91.2,True
2371,PR Application,CA,Intake,112,21,Normal,High,0,10,0,10,90,58.0,False
2372,Relocation,DE,Closure,119,91,Normal,High,0,13,0,22,35,60.4,True
2373,Payroll,AU,Decision,116,125,Urgent,Medium,1,9,4,33,7,70.3,True
2374,Relocation,CA,Decision,106,26,Normal,Low,2,13,2,23,35,57.2,True
2375,Work Permit,US,Closure,103,38,Urgent,Low,5,3,0,41,38,44.9,True
2376,Relocation,AU,Submission,113,52,Normal,High,0,22,1,42,35,83.0,True
2377,Tax,US,Decision,102,21,Urgent,Low,0,11,0,4,14,32.3,True
2378,Payroll,UK,Documentation,104,86,Normal,Low,2,11,0,21,14,41.9,True
2379,Relocation,US,Intake,115,111,Normal,High,5,1,1,13,35,64.3,True
2380,Visa Renewal,CA,Decision,119,97,Urgent,Low,0,25,1,42,23,77.0,True
2381,Payroll,AU,Intake,103,34,Normal,Medium,3,5,1,13,14,40.1,True
2382,Work Permit,US,Closure,101,40,Normal,Medium,6,4,0,12,45,53.2,True
2383,PR Application,CA,Government Review,117,97,Normal,Low,5,18,1,24,90,88.3,False
2384,Relocation,CA,Decision,118,78,Normal,Low,3,20,4,35,35,82.7,True
2385,Work Permit,AU,Documentation,118,123,Normal,Low,2,14,3,19,45,73.7,True
2386,Visa Renewal,AU,Government Review,116,101,Normal,Medium,2,9,0,9,30,68.1,True
2387,Visa Renewal,US,Intake,113,58,Normal,Medium,0,6,2,13,30,42.1,True
2388,Tax,US,Decision,118,39,Normal,Low,1,18,1,22,21,54.0,True
2389,Payroll,UK,Documentation,112,20,Normal,High,4,7,3,40,14,80.8,True
2390,Visa Renewal,CA,Government Review,111,92,Normal,Low,3,14,1,36,30,77.7,True
2391,Tax,UK,Documentation,105,28,Normal,Low,3,22,3,28,21,73.9,True
2392,Work Permit,US,Intake,103,126,Urgent,Low,5,3,3,41,38,74.2,True
2393,Relocation,US,Submission,118,70,Normal,Low,5,12,1,7,35,65.8,True
2394,Work Permit,UK,Documentation,115,57,Normal,High,2,30,2,30,45,98.1,True
2395,Payroll,US,Government Review,112,122,Normal,Low,6,28,0,31,14,87.3,True
2396,Tax,AU,Documentation,103,112,Normal,Low,1,4,3,11,21,54.3,True
2397,PR Application,US,Documentation,116,34,Normal,High,2,25,2,30,90,94.2,True
2398,Tax,US,Government Review,100,103,Normal,Medium,0,10,4,15,21,81.2,True
2399,PR Application,AU,Documentation,117,121,Normal,Low,1,15,1,13,90,67.1,False
2400,Payroll,CA,Submission,119,60,Urgent,High,0,19,2,35,7,71.9,True
2401,Tax,UK,Decision,116,113,Normal,Medium,3,17,1,35,21,73.9,True
2402,Payroll,US,Documentation,114,66,Normal,Low,2,27,3,20,14,74.2,True
2403,Relocation,UK,Intake,110,45,Normal,Medium,5,14,4,43,35,84.1,True
2404,Work Permit,UK,Documentation,112,73,Normal,High,2,24,3,23,45,96.6,True
2405,Relocation,CA,Submission,100,89,Normal,Medium,4,0,0,37,35,55.8,True
2406,Work Permit,DE,Government Review,116,58,Normal,Medium,1,7,2,20,45,70.9,True
2407,PR Application,UK,Submission,105,36,Normal,High,6,3,2,19,90,77.6,False
2408,Relocation,CA,Decision,103,89,Normal,Medium,3,8,0,44,35,66.0,True
2409,PR Application,UK,Intake,119,111,Normal,Low,4,18,1,18,90,68.2,False
2410,Work Permit,UK,Submission,115,28,Normal,Low,4,6,1,4,45,52.3,True
2411,Work Permit,US,Submission,114,110,Urgent,Medium,2,14,1,8,38,61.7,True
2412,Relocation,CA,Government Review,114,118,Urgent,Low,1,2,1,30,28,68.5,True
2413,Payroll,CA,Closure,105,65,Normal,High,2,30,1,20,14,76.0,True
2414,Visa Renewal,CA,Government Review,114,25,Normal,Low,1,25,1,8,30,56.4,True
2415,Relocation,DE,Closure,113,87,Normal,Medium,4,11,3,5,35,63.9,True
2416,Tax,CA,Documentation,110,35,Normal,Medium,0,22,1,41,21,68.1,True
2417,PR Application,AU,Intake,106,106,Normal,Medium,3,1,1,34,90,67.5,False
2418,Visa Renewal,US,Documentation,108,106,Normal,Low,4,18,3,40,30,85.4,True
2419,Relocation,CA,Submission,115,48,Normal,Low,2,23,3,7,35,66.1,True
2420,Work Permit,DE,Documentation,104,60,Urgent,Medium,6,6,1,22,38,66.0,True
2421,Payroll,CA,Intake,119,87,Normal,High,6,10,0,9,14,54.0,True
2422,Work Permit,CA,Submission,109,81,Normal,Medium,3,18,0,11,45,60.2,True
2423,Visa Renewal,US,Documentation,117,123,Normal,Low,4,7,3,12,30,65.7,True
2424,Work Permit,CA,Intake,102,59,Urgent,Low,1,12,1,8,38,47.0,True
2425,Visa Renewal,US,Documentation,112,81,Normal,Medium,6,8,2,32,30,70.4,True
2426,Tax,AU,Decision,110,43,Urgent,High,2,1,0,17,14,57.0,True
2427,Work Permit,CA,Documentation,116,25,Normal,Low,6,17,1,26,45,71.0,True
2428,Work Permit,AU,Government Review,112,59,Normal,Medium,4,14,0,33,45,75.8,True
2429,Relocation,UK,Government Review,105,89,Urgent,Low,1,22,1,26,28,79.8,True
2430,Work Permit,CA,Submission,116,77,Normal,Medium,1,10,5,22,45,74.2,True
2431,Work Permit,CA,Documentation,112,33,Urgent,Medium,1,23,0,3,38,52.7,True
2432,Tax,DE,Submission,118,97,Normal,Low,6,14,1,31,21,63.1,True
2433,Tax,AU,Government Review,118,64,Urgent,Medium,3,20,0,14,14,76.2,True
2434,Payroll,US,Submission,109,118,Normal,Low,2,17,1,18,14,55.1,True
2435,Tax,CA,Documentation,102,25,Normal,Low,1,13,2,34,21,63.3,True
2436,Tax,CA,Intake,113,42,Normal,Medium,4,25,0,40,21,78.9,True
2437,Work Permit,US,Decision,118,81,Normal,Low,1,20,0,17,45,63.3,True
2438,Tax,UK,Submission,104,103,Urgent,Medium,2,18,1,41,14,78.9,True
2439,Tax,AU,Government Review,104,36,Normal,Low,5,12,1,12,21,59.9,True
2440,Tax,CA,Submission,119,103,Normal,Medium,5,24,2,39,21,81.2,True
2441,Relocation,DE,Decision,116,89,Normal,Low,3,15,3,33,35,78.3,True
2442,Visa Renewal,UK,Government Review,109,123,Normal,Medium,1,1,4,32,30,71.4,True
2443,Tax,CA,Submission,104,47,Normal,Medium,4,24,1,21,21,72.4,True
2444,Tax,US,Closure,103,32,Normal,High,2,1,1,14,21,41.8,True
2445,Payroll,UK,Government Review,105,48,Normal,High,6,16,0,2,14,77.9,True
2446,Work Permit,AU,Intake,103,64,Urgent,Low,1,25,1,7,38,56.9,True
2447,Visa Renewal,UK,Documentation,106,39,Normal,Low,6,21,3,15,30,79.3,True
2448,Work Permit,US,Decision,106,77,Urgent,Medium,3,26,0,31,38,83.5,True
2449,Tax,US,Decision,117,100,Normal,Medium,0,21,2,28,21,72.7,True
2450,Work Permit,US,Government Review,102,73,Normal,Low,5,19,2,41,45,85.2,True
2451,Work Permit,UK,Government Review,100,118,Normal,Low,4,28,2,8,45,92.8,True
2452,Payroll,DE,Government Review,103,128,Normal,Medium,5,17,0,7,14,68.4,True
2453,Work Permit,US,Submission,105,122,Normal,High,1,28,2,36,45,102.8,True
2454,Tax,DE,Government Review,108,83,Urgent,High,1,9,0,10,14,70.3,True
2455,Visa Renewal,UK,Intake,113,71,Normal,Low,0,11,4,39,30,66.0,True
2456,Tax,UK,Closure,111,120,Urgent,Low,2,26,2,30,14,69.7,True
2457,Relocation,AU,Decision,119,62,Normal,Low,6,2,1,45,35,67.7,True
2458,Payroll,US,Government Review,103,106,Normal,Medium,6,28,2,40,14,102.3,True
2459,Payroll,AU,Documentation,111,37,Normal,Medium,6,5,0,41,14,61.4,True
2460,Work Permit,US,Documentation,109,119,Urgent,Medium,0,19,0,41,38,68.3,True
2461,Work Permit,CA,Submission,106,103,Normal,Medium,6,4,1,5,45,57.9,True
2462,Visa Renewal,AU,Government Review,102,73,Urgent,Low,2,26,2,21,23,76.5,True
2463,PR Application,AU,Government Review,113,79,Normal,Low,1,24,0,6,90,79.1,False
2464,Payroll,CA,Submission,109,90,Normal,High,0,20,1,16,14,57.7,True
2465,Relocation,UK,Government Review,115,119,Normal,Low,5,25,2,16,35,101.9,True
2466,PR Application,UK,Decision,115,125,Urgent,Low,6,30,4,24,83,115.0,True
2467,Work Permit,DE,Intake,109,20,Normal,Medium,5,26,1,19,45,75.1,True
2468,Tax,US,Submission,112,56,Normal,Medium,6,7,1,19,21,62.7,True
2469,Payroll,DE,Decision,105,68,Urgent,High,1,17,0,37,7,67.3,True
2470,Visa Renewal,CA,Government Review,111,54,Normal,Low,0,15,2,33,30,64.7,True
2471,Relocation,CA,Government Review,108,124,Urgent,Medium,1,27,3,5,28,93.3,True
2472,Work Permit,CA,Government Review,112,86,Urgent,Medium,5,13,2,9,38,81.7,True
2473,Relocation,CA,Closure,103,54,Normal,High,5,5,0,21,35,55.3,True
2474,Relocation,AU,Intake,110,112,Urgent,Medium,1,10,1,7,28,55.0,True
2475,Work Permit,CA,Submission,119,28,Normal,Medium,6,26,1,42,45,88.5,True
2476,Relocation,AU,Intake,117,56,Normal,Low,1,5,3,25,35,52.5,True
2477,Visa Renewal,US,Documentation,110,79,Normal,Medium,3,4,1,21,30,57.3,True
2478,Relocation,UK,Submission,103,75,Normal,Low,0,14,1,44,35,58.0,True
2479,PR Application,DE,Documentation,117,125,Normal,Low,3,5,2,13,90,69.8,False
2480,Work Permit,UK,Closure,100,108,Normal,Low,1,29,2,21,45,65.9,True
2481,Tax,UK,Closure,106,31,Normal,Medium,4,20,2,10,21,61.9,True
2482,Tax,UK,Documentation,105,121,Normal,Low,5,15,1,24,21,68.1,True
2483,Visa Renewal,AU,Government Review,114,90,Normal,High,2,17,2,27,30,95.1,True
2484,Work Permit,DE,Government Review,117,90,Normal,Medium,0,20,0,33,45,83.6,True
2485,Tax,US,Decision,110,23,Urgent,Low,0,0,1,26,14,33.1,True
2486,Payroll,DE,Government Review,119,80,Normal,Medium,5,2,0,36,14,64.4,True
2487,Visa Renewal,CA,Intake,114,64,Normal,Low,2,29,0,17,30,65.2,True
2488,Visa Renewal,US,Decision,115,114,Normal,Low,3,22,0,21,30,67.0,True
2489,Work Permit,AU,Government Review,106,69,Normal,Medium,2,19,1,45,45,90.3,True
2490,Relocation,CA,Government Review,109,69,Normal,High,4,23,1,2,35,92.0,True
2491,Work Permit,DE,Closure,111,122,Normal,Medium,1,2,1,15,45,50.0,True
2492,Visa Renewal,US,Closure,113,93,Normal,Medium,2,6,1,44,30,58.6,True
2493,Tax,US,Government Review,104,67,Normal,Medium,6,13,1,2,21,70.7,True
2494,Relocation,CA,Government Review,117,42,Normal,Low,2,17,2,7,35,64.4,True
2495,Visa Renewal,US,Closure,104,109,Normal,Medium,1,29,0,36,30,75.6,True
2496,Relocation,DE,Documentation,102,106,Urgent,Medium,5,23,1,43,28,83.6,True
2497,Relocation,US,Documentation,104,112,Normal,Low,0,14,1,32,35,59.5,True
2498,Work Permit,CA,Documentation,116,27,Normal,High,5,12,2,3,45,73.6,True
2499,Work Permit,US,Decision,118,102,Normal,Medium,6,18,4,3,45,90.1,True
2500,Payroll,US,Government Review,118,48,Normal,Low,4,28,0,33,14,87.4,True
2501,Work Permit,DE,Intake,111,62,Urgent,High,5,21,2,45,38,98.7,True
2502,Tax,US,Closure,108,72,Normal,Low,2,1,1,25,21,41.0,True
2503,Payroll,UK,Government Review,100,25,Normal,High,2,6,2,37,14,76.2,True
2504,Visa Renewal,AU,Decision,117,112,Normal,Low,0,12,3,36,30,67.1,True
2505,Visa Renewal,UK,Intake,103,43,Normal,Medium,4,3,2,35,30,59.7,True
2506,Relocation,DE,Government Review,109,93,Normal,Medium,1,5,1,19,35,68.0,True
2507,Payroll,US,Government Review,106,33,Urgent,Medium,1,17,3,45,7,81.2,True
2508,Payroll,US,Government Review,100,71,Normal,Low,3,18,1,19,14,64.6,True
2509,Tax,AU,Government Review,116,89,Normal,Low,4,14,2,33,21,80.1,True
2510,Work Permit,UK,Decision,101,23,Normal,Low,4,2,0,18,45,51.8,True
2511,PR Application,UK,Submission,110,77,Normal,High,2,19,1,27,90,90.6,True
2512,Relocation,UK,Decision,108,98,Normal,Low,3,16,2,30,35,75.0,True
2513,Relocation,CA,Documentation,106,56,Normal,Medium,1,15,1,31,35,66.6,True
2514,Work Permit,US,Documentation,116,67,Normal,Medium,6,12,1,39,45,80.6,True
2515,Work Permit,DE,Intake,116,58,Normal,High,4,21,1,3,45,74.7,True
2516,Tax,UK,Submission,101,111,Normal,Low,4,26,2,22,21,78.1,True
2517,Relocation,CA,Submission,105,85,Normal,High,0,21,1,10,35,66.8,True
2518,Visa Renewal,AU,Decision,113,32,Normal,Low,1,19,2,8,30,63.3,True
2519,Visa Renewal,CA,Government Review,105,85,Normal,Medium,0,7,0,34,30,59.8,True
2520,Tax,US,Submission,101,79,Normal,Medium,3,20,3,42,21,91.1,True
2521,Tax,AU,Government Review,100,60,Normal,Low,4,25,1,18,21,80.7,True
2522,Visa Renewal,DE,Intake,109,51,Urgent,Low,3,13,3,12,23,56.7,True
2523,Work Permit,CA,Documentation,104,71,Urgent,Medium,5,3,1,32,38,67.7,True
2524,Visa Renewal,US,Government Review,101,24,Urgent,Low,0,6,2,2,23,44.0,True
2525,Payroll,US,Government Review,115,86,Urgent,High,1,9,1,17,7,73.0,True
2526,PR Application,UK,Decision,101,85,Normal,Low,4,14,2,12,90,79.3,False
2527,Relocation,CA,Submission,109,97,Urgent,High,5,25,0,7,28,82.6,True
2528,PR Application,DE,Government Review,101,123,Urgent,Medium,5,15,0,15,83,90.1,True
2529,Visa Renewal,AU,Government Review,115,71,Normal,High,1,7,3,2,30,69.8,True
2530,Tax,DE,Closure,115,127,Normal,Medium,3,1,0,27,21,41.5,True
2531,Relocation,CA,Documentation,118,68,Normal,Medium,5,28,2,26,35,87.1,True
2532,Work Permit,DE,Government Review,106,48,Urgent,Low,2,16,1,25,38,70.4,True
2533,Work Permit,CA,Government Review,111,57,Normal,Medium,1,5,1,12,45,55.6,True
2534,Relocation,US,Closure,114,89,Urgent,Low,5,15,3,17,28,68.2,True
2535,Payroll,US,Documentation,107,117,Normal,Low,1,1,1,1,14,35.4,True
2536,Visa Renewal,CA,Government Review,105,27,Normal,Medium,1,26,1,31,30,83.6,True
2537,Tax,AU,Documentation,109,78,Normal,Medium,4,23,0,40,21,82.1,True
2538,Tax,US,Government Review,102,74,Urgent,Low,3,28,1,5,14,79.6,True
2539,Visa Renewal,US,Documentation,118,129,Normal,Medium,3,20,0,28,30,77.6,True
2540,Work Permit,AU,Intake,116,21,Urgent,Medium,4,17,1,28,38,67.5,True
2541,Work Permit,US,Government Review,106,45,Urgent,Low,1,10,1,8,38,56.8,True
2542,Tax,DE,Documentation,119,82,Normal,Medium,1,11,0,14,21,57.6,True
2543,Work Permit,CA,Documentation,103,36,Normal,Medium,2,4,2,6,45,53.6,True
2544,Visa Renewal,US,Documentation,113,78,Normal,Low,5,1,2,18,30,46.0,True
2545,Relocation,AU,Intake,119,107,Normal,Medium,1,21,2,37,35,75.8,True
2546,Tax,US,Closure,114,114,Normal,Medium,5,23,0,10,21,59.0,True
2547,Work Permit,UK,Government Review,107,35,Normal,Medium,0,17,2,35,45,71.7,True
2548,Relocation,US,Decision,114,77,Normal,Low,5,21,1,35,35,76.9,True
2549,Relocation,US,Submission,119,83,Urgent,Medium,1,5,1,17,28,50.2,True
2550,Relocation,US,Closure,113,69,Normal,Low,2,0,1,27,35,39.3,True
2551,Tax,US,Submission,108,104,Normal,Low,0,8,4,24,21,49.4,True
2552,Work Permit,US,Government Review,107,121,Normal,Low,2,14,3,10,45,81.3,True
