office_id,office_load,documents_missing,client_response_delay_days,reassignment_count,days_in_stage,sla_target_days,total_processing_days,sla_breach,docs_per_sla,client_delay_per_sla,load_x_reassign,stage_time_ratio,is_urgent,case_type_Payroll,case_type_Relocation,case_type_Tax,case_type_Visa Renewal,case_type_Work Permit,country_CA,country_DE,country_UK,country_US,processing_stage_Decision,processing_stage_Documentation,processing_stage_Government Review,processing_stage_Intake,processing_stage_Submission,priority_Urgent,document_complexity_Low,document_complexity_Medium,missing_docs_bucket_1-2,missing_docs_bucket_3-4,missing_docs_bucket_5+,office_load_bucket_mid,office_load_bucket_high,office_load_bucket_very_high,client_delay_bucket_1-7,client_delay_bucket_8-14,client_delay_bucket_15-30,client_delay_bucket_30+
111,58,2,12,3,15,30,60.1,1,0.06666666666666667,0.4,232,0.5,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
103,79,6,20,1,10,35,65.4,1,0.17142857142857143,0.5714285714285714,158,0.2857142857142857,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
104,110,3,29,3,39,35,103.7,1,0.08571428571428572,0.8285714285714286,440,1.1142857142857143,0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
112,127,5,8,1,34,30,84.7,1,0.16666666666666666,0.26666666666666666,254,1.1333333333333333,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
114,58,1,22,2,13,28,70.5,1,0.03571428571428571,0.7857142857142857,174,0.4642857142857143,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False
115,90,3,28,0,16,7,57.5,1,0.42857142857142855,4.0,90,2.2857142857142856,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
109,52,5,22,1,40,30,73.8,1,0.16666666666666666,0.7333333333333333,104,1.3333333333333333,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
115,48,0,30,0,31,23,72.8,1,0.0,1.3043478260869565,48,1.3478260869565217,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
111,93,6,1,1,1,30,56.0,1,0.2,0.03333333333333333,186,0.03333333333333333,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False
116,29,1,1,2,23,35,47.9,1,0.02857142857142857,0.02857142857142857,87,0.6571428571428571,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
115,95,5,4,3,14,14,81.5,1,0.35714285714285715,0.2857142857142857,380,1.0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False
111,86,2,27,3,39,38,94.4,1,0.05263157894736842,0.7105263157894737,344,1.0263157894736843,1,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False
107,22,3,13,2,30,21,63.5,1,0.14285714285714285,0.6190476190476191,66,1.4285714285714286,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
119,96,6,22,2,42,45,84.3,1,0.13333333333333333,0.4888888888888889,288,0.9333333333333333,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
102,128,3,22,1,20,35,75.8,1,0.08571428571428572,0.6285714285714286,256,0.5714285714285714,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
115,50,3,24,0,25,21,76.7,1,0.14285714285714285,1.1428571428571428,50,1.1904761904761905,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False
112,46,0,2,2,11,30,55.5,1,0.0,0.06666666666666667,138,0.36666666666666664,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
118,89,6,13,0,26,35,77.4,1,0.17142857142857143,0.37142857142857144,89,0.7428571428571429,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
107,46,5,0,2,21,38,62.1,1,0.13157894736842105,0.0,138,0.5526315789473685,1,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
104,118,3,8,3,5,21,61.5,1,0.14285714285714285,0.38095238095238093,472,0.23809523809523808,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
119,28,4,15,2,7,38,64.8,1,0.10526315789473684,0.39473684210526316,84,0.18421052631578946,1,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False
107,25,6,16,1,12,21,76.0,1,0.2857142857142857,0.7619047619047619,50,0.5714285714285714,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
111,25,3,7,1,2,45,35.2,0,0.06666666666666667,0.15555555555555556,50,0.044444444444444446,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False
100,123,0,29,0,39,21,71.1,1,0.0,1.380952380952381,123,1.8571428571428572,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
119,45,1,14,1,21,30,60.4,1,0.03333333333333333,0.4666666666666667,90,0.7,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
105,62,3,29,0,32,21,75.9,1,0.14285714285714285,1.380952380952381,62,1.5238095238095237,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
117,38,3,20,1,5,30,74.3,1,0.1,0.6666666666666666,76,0.16666666666666666,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
107,35,1,7,0,27,14,30.8,1,0.07142857142857142,0.5,35,1.9285714285714286,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False
106,124,5,6,6,31,45,92.7,1,0.1111111111111111,0.13333333333333333,868,0.6888888888888889,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False
100,42,5,8,2,12,45,62.7,1,0.1111111111111111,0.17777777777777778,126,0.26666666666666666,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
115,94,4,1,3,36,35,65.1,1,0.11428571428571428,0.02857142857142857,376,1.0285714285714285,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False
111,99,0,24,1,21,45,63.0,1,0.0,0.5333333333333333,198,0.4666666666666667,0,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
105,48,1,9,3,19,45,54.2,1,0.022222222222222223,0.2,192,0.4222222222222222,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False
119,57,0,4,2,3,14,46.2,1,0.0,0.2857142857142857,171,0.21428571428571427,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
101,78,5,15,1,17,7,66.2,1,0.7142857142857143,2.142857142857143,156,2.4285714285714284,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True,False
113,67,1,20,1,30,30,83.1,1,0.03333333333333333,0.6666666666666666,134,1.0,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
103,39,2,0,5,36,14,61.5,1,0.14285714285714285,0.0,234,2.5714285714285716,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
100,40,4,5,1,9,35,45.1,1,0.11428571428571428,0.14285714285714285,80,0.2571428571428571,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
117,47,2,9,0,34,30,60.4,1,0.06666666666666667,0.3,47,1.1333333333333333,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
112,69,5,9,4,29,21,81.7,1,0.23809523809523808,0.42857142857142855,345,1.380952380952381,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
101,52,6,25,2,10,90,74.7,0,0.06666666666666667,0.2777777777777778,156,0.1111111111111111,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
108,59,1,25,2,9,7,60.0,1,0.14285714285714285,3.5714285714285716,177,1.2857142857142858,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False
101,109,5,18,1,40,30,76.1,1,0.16666666666666666,0.6,218,1.3333333333333333,0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
108,73,1,12,2,11,90,63.4,0,0.011111111111111112,0.13333333333333333,219,0.12222222222222222,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
100,29,0,25,1,19,45,67.8,1,0.0,0.5555555555555556,58,0.4222222222222222,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
110,53,1,18,3,22,45,73.0,1,0.022222222222222223,0.4,212,0.4888888888888889,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False
102,92,5,2,1,22,45,65.7,1,0.1111111111111111,0.044444444444444446,184,0.4888888888888889,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False
119,55,0,12,0,16,7,33.3,1,0.0,1.7142857142857142,55,2.2857142857142856,1,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,True,False,False
103,94,0,3,1,17,14,51.1,1,0.0,0.21428571428571427,188,1.2142857142857142,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
117,93,1,24,2,40,14,79.8,1,0.07142857142857142,1.7142857142857142,279,2.857142857142857,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False
105,129,0,28,1,7,35,78.3,1,0.0,0.8,258,0.2,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
102,26,5,7,1,31,23,53.0,1,0.21739130434782608,0.30434782608695654,52,1.3478260869565217,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False
110,121,6,11,2,4,45,71.0,1,0.13333333333333333,0.24444444444444444,363,0.08888888888888889,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
114,35,4,21,2,29,30,77.4,1,0.13333333333333333,0.7,105,0.9666666666666667,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
104,70,2,23,2,7,23,75.0,1,0.08695652173913043,1.0,210,0.30434782608695654,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False
119,109,1,23,2,43,21,72.3,1,0.047619047619047616,1.0952380952380953,327,2.0476190476190474,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
109,115,0,16,1,30,35,70.4,1,0.0,0.45714285714285713,230,0.8571428571428571,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
111,80,0,24,1,3,45,50.0,1,0.0,0.5333333333333333,160,0.06666666666666667,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
114,50,5,0,1,25,45,40.0,0,0.1111111111111111,0.0,100,0.5555555555555556,0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
116,51,0,26,0,34,45,66.2,1,0.0,0.5777777777777777,51,0.7555555555555555,0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
109,64,0,1,1,33,28,41.6,1,0.0,0.03571428571428571,128,1.1785714285714286,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False
105,95,4,8,0,31,14,75.4,1,0.2857142857142857,0.5714285714285714,95,2.2142857142857144,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
117,46,6,22,5,24,90,101.6,1,0.06666666666666667,0.24444444444444444,276,0.26666666666666666,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
112,41,1,25,1,38,21,66.9,1,0.047619047619047616,1.1904761904761905,82,1.8095238095238095,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
102,34,1,0,1,4,28,33.4,1,0.03571428571428571,0.0,68,0.14285714285714285,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
109,27,5,18,4,10,30,72.0,1,0.16666666666666666,0.6,135,0.3333333333333333,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
113,87,4,29,4,25,45,101.8,1,0.08888888888888889,0.6444444444444445,435,0.5555555555555556,0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
105,27,4,16,1,37,21,82.2,1,0.19047619047619047,0.7619047619047619,54,1.7619047619047619,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
102,106,4,4,2,43,21,63.2,1,0.19047619047619047,0.19047619047619047,318,2.0476190476190474,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False
115,35,1,14,0,1,45,44.0,0,0.022222222222222223,0.3111111111111111,35,0.022222222222222223,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
106,67,6,19,2,17,35,80.6,1,0.17142857142857143,0.5428571428571428,201,0.4857142857142857,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
119,53,3,23,3,7,35,79.1,1,0.08571428571428572,0.6571428571428571,212,0.2,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
113,105,5,24,2,14,83,88.9,1,0.060240963855421686,0.2891566265060241,315,0.1686746987951807,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False
108,106,5,30,2,1,14,82.9,1,0.35714285714285715,2.142857142857143,318,0.07142857142857142,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
114,76,2,11,4,6,35,77.4,1,0.05714285714285714,0.3142857142857143,380,0.17142857142857143,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
102,24,4,3,0,39,28,56.7,1,0.14285714285714285,0.10714285714285714,24,1.3928571428571428,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
101,120,4,14,1,43,45,81.0,1,0.08888888888888889,0.3111111111111111,240,0.9555555555555556,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False
101,63,1,2,0,10,45,34.6,0,0.022222222222222223,0.044444444444444446,63,0.2222222222222222,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
102,90,6,13,1,21,45,75.1,1,0.13333333333333333,0.28888888888888886,180,0.4666666666666667,0,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
117,56,5,3,2,3,45,45.4,1,0.1111111111111111,0.06666666666666667,168,0.06666666666666667,0,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
113,109,1,18,1,19,21,72.4,1,0.047619047619047616,0.8571428571428571,218,0.9047619047619048,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
119,47,6,5,1,28,21,53.0,1,0.2857142857142857,0.23809523809523808,94,1.3333333333333333,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
117,87,2,16,1,2,38,69.0,1,0.05263157894736842,0.42105263157894735,174,0.05263157894736842,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
109,115,0,17,1,27,21,70.8,1,0.0,0.8095238095238095,230,1.2857142857142858,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
101,57,1,7,0,44,45,79.8,1,0.022222222222222223,0.15555555555555556,57,0.9777777777777777,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False
100,65,6,18,1,32,30,83.2,1,0.2,0.6,130,1.0666666666666667,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
103,92,6,19,0,12,30,90.2,1,0.2,0.6333333333333333,92,0.4,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
113,119,2,11,1,1,30,60.7,1,0.06666666666666667,0.36666666666666664,238,0.03333333333333333,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False
100,45,6,16,2,43,30,72.1,1,0.2,0.5333333333333333,135,1.4333333333333333,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
113,94,1,30,3,40,35,90.4,1,0.02857142857142857,0.8571428571428571,376,1.1428571428571428,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
115,103,1,18,2,29,35,84.2,1,0.02857142857142857,0.5142857142857142,309,0.8285714285714286,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
113,72,1,0,1,9,14,24.4,1,0.07142857142857142,0.0,144,0.6428571428571429,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
119,82,3,10,3,18,38,49.1,1,0.07894736842105263,0.2631578947368421,328,0.47368421052631576,1,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False
102,82,6,9,0,45,45,74.6,1,0.13333333333333333,0.2,82,1.0,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
102,57,3,15,2,36,38,55.8,1,0.07894736842105263,0.39473684210526316,171,0.9473684210526315,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False
108,34,4,4,0,16,90,62.5,0,0.044444444444444446,0.044444444444444446,34,0.17777777777777778,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
105,118,3,16,1,35,45,66.9,1,0.06666666666666667,0.35555555555555557,236,0.7777777777777778,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
112,28,2,27,1,36,21,76.5,1,0.09523809523809523,1.2857142857142858,56,1.7142857142857142,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
101,116,1,8,0,4,28,34.4,1,0.03571428571428571,0.2857142857142857,116,0.14285714285714285,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False
107,94,3,22,1,40,35,87.0,1,0.08571428571428572,0.6285714285714286,188,1.1428571428571428,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
101,41,5,26,1,43,35,103.1,1,0.14285714285714285,0.7428571428571429,82,1.2285714285714286,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
103,89,1,7,0,35,45,55.4,1,0.022222222222222223,0.15555555555555556,89,0.7777777777777778,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
114,75,0,24,1,19,45,72.4,1,0.0,0.5333333333333333,150,0.4222222222222222,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
103,56,4,9,0,6,30,57.2,1,0.13333333333333333,0.3,56,0.2,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
112,76,3,7,1,31,90,79.7,0,0.03333333333333333,0.07777777777777778,152,0.34444444444444444,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
111,79,5,2,6,27,38,81.9,1,0.13157894736842105,0.05263157894736842,553,0.7105263157894737,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False
112,104,6,22,1,3,45,87.9,1,0.13333333333333333,0.4888888888888889,208,0.06666666666666667,0,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
113,31,5,22,1,36,14,75.0,1,0.35714285714285715,1.5714285714285714,62,2.5714285714285716,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
119,26,1,29,1,36,45,68.9,1,0.022222222222222223,0.6444444444444445,52,0.8,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
117,85,0,22,1,2,21,67.8,1,0.0,1.0476190476190477,170,0.09523809523809523,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
105,122,4,11,1,37,21,65.2,1,0.19047619047619047,0.5238095238095238,244,1.7619047619047619,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False
110,60,4,23,3,15,30,70.1,1,0.13333333333333333,0.7666666666666667,240,0.5,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
101,43,0,3,2,37,45,64.6,1,0.0,0.06666666666666667,129,0.8222222222222222,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
118,109,3,26,0,23,38,90.8,1,0.07894736842105263,0.6842105263157895,109,0.6052631578947368,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
118,44,3,21,1,44,21,79.9,1,0.14285714285714285,1.0,88,2.0952380952380953,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
104,81,1,17,3,6,90,66.5,0,0.011111111111111112,0.18888888888888888,324,0.06666666666666667,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False
118,103,2,22,1,33,21,77.1,1,0.09523809523809523,1.0476190476190477,206,1.5714285714285714,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
101,123,1,8,1,5,14,59.9,1,0.07142857142857142,0.5714285714285714,246,0.35714285714285715,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
109,124,1,20,4,21,14,68.0,1,0.07142857142857142,1.4285714285714286,620,1.5,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False
101,125,6,3,2,28,45,99.3,1,0.13333333333333333,0.06666666666666667,375,0.6222222222222222,0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False
110,63,1,1,1,21,23,60.7,1,0.043478260869565216,0.043478260869565216,126,0.9130434782608695,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False
117,21,6,6,2,24,21,57.9,1,0.2857142857142857,0.2857142857142857,63,1.1428571428571428,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
114,61,0,17,2,28,45,84.6,1,0.0,0.37777777777777777,183,0.6222222222222222,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
108,118,4,1,1,11,45,47.3,1,0.08888888888888889,0.022222222222222223,236,0.24444444444444444,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False
118,52,4,24,3,22,21,78.2,1,0.19047619047619047,1.1428571428571428,208,1.0476190476190477,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False
108,36,2,1,0,34,35,59.3,1,0.05714285714285714,0.02857142857142857,36,0.9714285714285714,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False
102,82,3,9,0,37,7,61.5,1,0.42857142857142855,1.2857142857142858,82,5.285714285714286,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
108,41,1,2,0,41,90,58.5,0,0.011111111111111112,0.022222222222222223,41,0.45555555555555555,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
113,20,0,18,2,17,45,65.4,1,0.0,0.4,60,0.37777777777777777,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
118,120,0,1,1,15,14,41.8,1,0.0,0.07142857142857142,240,1.0714285714285714,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
106,113,1,25,2,29,30,79.5,1,0.03333333333333333,0.8333333333333334,339,0.9666666666666667,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
115,129,0,2,1,34,30,50.5,1,0.0,0.06666666666666667,258,1.1333333333333333,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
